real_rf_state_id,target_rsrp_dbm,target_rsrq_db,target_snr_db,observations,traces,pooled_time_probability,equal_trace_probability
rsrp=-97|rsrq=-12|snr=4,-97,-12,4,6,2,0.00201545179711,0.0020416379112
rsrp=-101|rsrq=-13|snr=-3,-101,-13,-3,6,3,0.00201545179711,0.0020299465365
rsrp=-99|rsrq=-11|snr=5,-99,-11,5,6,3,0.00201545179711,0.00202953172378
rsrp=-98|rsrq=-14|snr=3,-98,-14,3,6,3,0.00201545179711,0.00202552367562
rsrp=-98|rsrq=-14|snr=7,-98,-14,7,6,3,0.00201545179711,0.00202552367562
rsrp=-98|rsrq=-12|snr=9,-98,-12,9,6,3,0.00201545179711,0.00202552367562
rsrp=-99|rsrq=-11|snr=3,-99,-11,3,6,3,0.00201545179711,0.00202481116243
rsrp=-98|rsrq=-12|snr=3,-98,-12,3,6,3,0.00201545179711,0.00202481116243
rsrp=-98|rsrq=-16|snr=2,-98,-16,2,6,3,0.00201545179711,0.00202156334232
rsrp=-100|rsrq=-14|snr=3,-100,-14,3,6,3,0.00201545179711,0.00202085082913
rsrp=-101|rsrq=-15|snr=5,-101,-15,5,6,3,0.00201545179711,0.00201684278097
rsrp=-101|rsrq=-11|snr=6,-101,-11,6,6,3,0.00201545179711,0.00201684278097
rsrp=-99|rsrq=-12|snr=3,-99,-12,3,6,3,0.00201545179711,0.00201684278097
rsrp=-99|rsrq=-11|snr=4,-99,-11,4,6,3,0.00201545179711,0.00201684278097
rsrp=-98|rsrq=-11|snr=-1,-98,-11,-1,6,3,0.00201545179711,0.00201684278097
rsrp=-98|rsrq=-15|snr=5,-98,-15,5,6,2,0.00201545179711,0.00201288244767
rsrp=-97|rsrq=-14|snr=-1,-97,-14,-1,6,2,0.00201545179711,0.00201288244767
rsrp=-100|rsrq=-10|snr=1,-100,-10,1,6,2,0.00201545179711,0.00200402408035
rsrp=-100|rsrq=-10|snr=0,-100,-10,0,6,2,0.00201545179711,0.00200006374705
rsrp=-100|rsrq=-10|snr=2,-100,-10,2,6,2,0.00201545179711,0.00200006374705
rsrp=-99|rsrq=-10|snr=8,-99,-10,8,6,2,0.00201545179711,0.00200006374705
rsrp=-100|rsrq=-10|snr=4,-100,-10,4,6,2,0.00201545179711,0.00200001603219
rsrp=-99|rsrq=-11|snr=2,-99,-11,2,6,3,0.00201545179711,0.00200001603219
rsrp=-100|rsrq=-12|snr=0,-100,-12,0,6,3,0.00201545179711,0.00199605569889
rsrp=-99|rsrq=-13|snr=1,-99,-13,1,6,3,0.00201545179711,0.00199605569889
rsrp=-100|rsrq=-15|snr=2,-100,-15,2,6,3,0.00201545179711,0.00199209536559
rsrp=-100|rsrq=-14|snr=4,-100,-14,4,6,3,0.00201545179711,0.00199209536559
rsrp=-101|rsrq=-12|snr=3,-101,-12,3,6,3,0.00201545179711,0.00199204765073
rsrp=-99|rsrq=-14|snr=-1,-99,-14,-1,6,2,0.00201545179711,0.00199204765073
rsrp=-99|rsrq=-13|snr=0,-99,-13,0,6,3,0.00201545179711,0.00199204765073
rsrp=-99|rsrq=-13|snr=2,-99,-13,2,6,3,0.00201545179711,0.00199204765073
rsrp=-102|rsrq=-12|snr=7,-102,-12,7,6,2,0.00201545179711,0.00198808731743
rsrp=-101|rsrq=-15|snr=0,-101,-15,0,6,2,0.00201545179711,0.00198808731743
rsrp=-101|rsrq=-15|snr=1,-101,-15,1,6,2,0.00201545179711,0.00198808731743
rsrp=-101|rsrq=-14|snr=1,-101,-14,1,6,3,0.00201545179711,0.00198808731743
rsrp=-101|rsrq=-13|snr=1,-101,-13,1,6,3,0.00201545179711,0.00198808731743
rsrp=-100|rsrq=-12|snr=2,-100,-12,2,6,2,0.00201545179711,0.00198808731743
rsrp=-98|rsrq=-13|snr=-1,-98,-13,-1,6,2,0.00201545179711,0.00198808731743
rsrp=-98|rsrq=-11|snr=8,-98,-11,8,6,2,0.00201545179711,0.00198808731743
rsrp=-101|rsrq=-16|snr=-1,-101,-16,-1,6,2,0.00201545179711,0.00198412698413
rsrp=-101|rsrq=-15|snr=3,-101,-15,3,6,1,0.00201545179711,0.00198412698413
rsrp=-100|rsrq=-13|snr=4,-100,-13,4,6,2,0.00201545179711,0.00198412698413
rsrp=-93|rsrq=-16|snr=-3,-93,-16,-3,6,2,0.00201545179711,0.00198412698413
rsrp=-93|rsrq=-14|snr=0,-93,-14,0,6,2,0.00201545179711,0.00198412698413
rsrp=-92|rsrq=-14|snr=-6,-92,-14,-6,6,1,0.00201545179711,0.00198412698413
rsrp=-92|rsrq=-13|snr=1,-92,-13,1,6,3,0.00201545179711,0.00198412698413
rsrp=-91|rsrq=-13|snr=0,-91,-13,0,6,2,0.00201545179711,0.00198412698413
rsrp=-91|rsrq=-13|snr=1,-91,-13,1,6,2,0.00201545179711,0.00198412698413
rsrp=-91|rsrq=-12|snr=1,-91,-12,1,6,1,0.00201545179711,0.00198412698413
rsrp=-90|rsrq=-15|snr=-1,-90,-15,-1,6,2,0.00201545179711,0.00198412698413
rsrp=-90|rsrq=-14|snr=-8,-90,-14,-8,6,3,0.00201545179711,0.00198412698413
rsrp=-90|rsrq=-12|snr=-1,-90,-12,-1,6,3,0.00201545179711,0.00198412698413
rsrp=-90|rsrq=-12|snr=2,-90,-12,2,6,1,0.00201545179711,0.00198412698413
rsrp=-81|rsrq=-11|snr=2,-81,-11,2,6,1,0.00201545179711,0.00198412698413
rsrp=-81|rsrq=-10|snr=2,-81,-10,2,6,1,0.00201545179711,0.00198412698413
rsrp=-80|rsrq=-11|snr=0,-80,-11,0,6,1,0.00201545179711,0.00198412698413
rsrp=-80|rsrq=-11|snr=1,-80,-11,1,6,1,0.00201545179711,0.00198412698413
rsrp=-80|rsrq=-10|snr=3,-80,-10,3,6,1,0.00201545179711,0.00198412698413
rsrp=-102|rsrq=-17|snr=1,-102,-17,1,5,2,0.00167954316426,0.00175366434024
rsrp=-104|rsrq=-14|snr=-4,-104,-14,-4,5,2,0.00167954316426,0.0017514529098
rsrp=-97|rsrq=-16|snr=4,-97,-16,4,5,1,0.00167954316426,0.00174703004892
rsrp=-100|rsrq=-14|snr=6,-100,-14,6,5,1,0.00167954316426,0.00172532781228
rsrp=-98|rsrq=-17|snr=4,-98,-17,4,5,2,0.00167954316426,0.00170959369073
rsrp=-98|rsrq=-15|snr=6,-98,-15,6,5,2,0.00167954316426,0.00170959369073
rsrp=-102|rsrq=-14|snr=0,-102,-14,0,5,3,0.00167954316426,0.00167832909628
rsrp=-99|rsrq=-10|snr=2,-99,-10,2,5,2,0.00167954316426,0.00166539172563
rsrp=-89|rsrq=-11|snr=1,-89,-11,1,5,1,0.00167954316426,0.00165343915344
rsrp=-104|rsrq=-17|snr=-3,-104,-17,-3,4,1,0.00134363453141,0.0014064697609
rsrp=-103|rsrq=-14|snr=-1,-103,-14,-1,4,1,0.00134363453141,0.0014064697609
rsrp=-103|rsrq=-12|snr=1,-103,-12,1,4,1,0.00134363453141,0.0014064697609
rsrp=-102|rsrq=-15|snr=0,-102,-15,0,4,1,0.00134363453141,0.0014064697609
rsrp=-105|rsrq=-14|snr=0,-105,-14,0,4,2,0.00134363453141,0.00140204690002
rsrp=-104|rsrq=-13|snr=4,-104,-13,4,4,2,0.00134363453141,0.00140204690002
rsrp=-103|rsrq=-13|snr=1,-103,-13,1,4,2,0.00134363453141,0.00140204690002
rsrp=-103|rsrq=-13|snr=3,-103,-13,3,4,2,0.00134363453141,0.00140204690002
rsrp=-103|rsrq=-12|snr=0,-103,-12,0,4,2,0.00134363453141,0.00140204690002
rsrp=-104|rsrq=-19|snr=1,-104,-19,1,4,1,0.00134363453141,0.00139762403913
rsrp=-104|rsrq=-18|snr=1,-104,-18,1,4,1,0.00134363453141,0.00139762403913
rsrp=-104|rsrq=-17|snr=0,-104,-17,0,4,1,0.00134363453141,0.00139762403913
rsrp=-103|rsrq=-16|snr=4,-103,-16,4,4,1,0.00134363453141,0.00139762403913
rsrp=-96|rsrq=-16|snr=7,-96,-16,7,4,1,0.00134363453141,0.00139762403913
rsrp=-102|rsrq=-15|snr=2,-102,-15,2,4,2,0.00134363453141,0.00139336600536
rsrp=-97|rsrq=-15|snr=7,-97,-15,7,4,2,0.00134363453141,0.00138894314448
rsrp=-97|rsrq=-11|snr=6,-97,-11,6,4,2,0.00134363453141,0.00138894314448
rsrp=-96|rsrq=-17|snr=4,-96,-17,4,4,2,0.00134363453141,0.00138894314448
rsrp=-96|rsrq=-16|snr=0,-96,-16,0,4,2,0.00134363453141,0.00138894314448
rsrp=-96|rsrq=-16|snr=8,-96,-16,8,4,2,0.00134363453141,0.00138894314448
rsrp=-96|rsrq=-15|snr=6,-96,-15,6,4,2,0.00134363453141,0.00138894314448
rsrp=-96|rsrq=-13|snr=4,-96,-13,4,4,2,0.00134363453141,0.00138894314448
rsrp=-100|rsrq=-16|snr=5,-100,-16,5,4,1,0.00134363453141,0.00138026224983
rsrp=-100|rsrq=-16|snr=7,-100,-16,7,4,1,0.00134363453141,0.00138026224983
rsrp=-100|rsrq=-15|snr=6,-100,-15,6,4,1,0.00134363453141,0.00138026224983
rsrp=-99|rsrq=-13|snr=5,-99,-13,5,4,1,0.00134363453141,0.00138026224983
rsrp=-98|rsrq=-16|snr=4,-98,-16,4,4,2,0.00134363453141,0.00138026224983
rsrp=-96|rsrq=-17|snr=5,-96,-17,5,4,1,0.00134363453141,0.00138026224983
rsrp=-96|rsrq=-17|snr=6,-96,-17,6,4,1,0.00134363453141,0.00138026224983
rsrp=-96|rsrq=-15|snr=1,-96,-15,1,4,1,0.00134363453141,0.00138026224983
rsrp=-96|rsrq=-13|snr=6,-96,-13,6,4,1,0.00134363453141,0.00138026224983
rsrp=-95|rsrq=-16|snr=5,-95,-16,5,4,1,0.00134363453141,0.00138026224983
rsrp=-95|rsrq=-15|snr=6,-95,-15,6,4,1,0.00134363453141,0.00138026224983
rsrp=-95|rsrq=-13|snr=3,-95,-13,3,4,1,0.00134363453141,0.00138026224983
rsrp=-95|rsrq=-11|snr=1,-95,-11,1,4,1,0.00134363453141,0.00138026224983
rsrp=-103|rsrq=-15|snr=2,-103,-15,2,4,2,0.00134363453141,0.00136857087513
rsrp=-103|rsrq=-12|snr=-3,-103,-12,-3,4,2,0.00134363453141,0.00136857087513
rsrp=-103|rsrq=-12|snr=2,-103,-12,2,4,2,0.00134363453141,0.00136857087513
rsrp=-102|rsrq=-16|snr=1,-102,-16,1,4,2,0.00134363453141,0.00136857087513
rsrp=-102|rsrq=-12|snr=5,-102,-12,5,4,2,0.00134363453141,0.00136857087513
rsrp=-101|rsrq=-14|snr=-4,-101,-14,-4,4,2,0.00134363453141,0.00136857087513
rsrp=-103|rsrq=-16|snr=-1,-103,-16,-1,4,2,0.00134363453141,0.00136461054183
rsrp=-103|rsrq=-11|snr=-4,-103,-11,-4,4,2,0.00134363453141,0.00136461054183
rsrp=-103|rsrq=-11|snr=2,-103,-11,2,4,2,0.00134363453141,0.00136461054183
rsrp=-102|rsrq=-12|snr=6,-102,-12,6,4,2,0.00134363453141,0.00136461054183
rsrp=-105|rsrq=-16|snr=-2,-105,-16,-2,4,2,0.00134363453141,0.00136414801424
rsrp=-104|rsrq=-13|snr=2,-104,-13,2,4,2,0.00134363453141,0.00136414801424
rsrp=-104|rsrq=-12|snr=1,-104,-12,1,4,2,0.00134363453141,0.00136414801424
rsrp=-104|rsrq=-12|snr=3,-104,-12,3,4,2,0.00134363453141,0.00136414801424
rsrp=-99|rsrq=-17|snr=2,-99,-17,2,4,2,0.00134363453141,0.00136414801424
rsrp=-99|rsrq=-11|snr=6,-99,-11,6,4,2,0.00134363453141,0.00136414801424
rsrp=-98|rsrq=-10|snr=4,-98,-10,4,4,2,0.00134363453141,0.00136414801424
rsrp=-97|rsrq=-17|snr=3,-97,-17,3,4,2,0.00134363453141,0.00136414801424
rsrp=-102|rsrq=-11|snr=4,-102,-11,4,4,2,0.00134363453141,0.00136018768094
rsrp=-99|rsrq=-12|snr=5,-99,-12,5,4,2,0.00134363453141,0.00136018768094
rsrp=-98|rsrq=-16|snr=3,-98,-16,3,4,2,0.00134363453141,0.00136018768094
rsrp=-98|rsrq=-13|snr=2,-98,-13,2,4,2,0.00134363453141,0.00136018768094
rsrp=-97|rsrq=-15|snr=6,-97,-15,6,4,2,0.00134363453141,0.00136018768094
rsrp=-97|rsrq=-14|snr=8,-97,-14,8,4,2,0.00134363453141,0.00136018768094
rsrp=-100|rsrq=-12|snr=7,-100,-12,7,4,2,0.00134363453141,0.00135947516775
rsrp=-99|rsrq=-13|snr=8,-99,-13,8,4,2,0.00134363453141,0.00135947516775
rsrp=-99|rsrq=-10|snr=0,-99,-10,0,4,2,0.00134363453141,0.00135947516775
rsrp=-101|rsrq=-17|snr=5,-101,-17,5,4,2,0.00134363453141,0.00135546711959
rsrp=-101|rsrq=-11|snr=1,-101,-11,1,4,2,0.00134363453141,0.00135546711959
rsrp=-100|rsrq=-14|snr=8,-100,-14,8,4,2,0.00134363453141,0.00135546711959
rsrp=-99|rsrq=-11|snr=8,-99,-11,8,4,2,0.00134363453141,0.00135546711959
rsrp=-101|rsrq=-16|snr=6,-101,-16,6,4,2,0.00134363453141,0.00135150678629
rsrp=-98|rsrq=-15|snr=4,-98,-15,4,4,2,0.00134363453141,0.00135150678629
rsrp=-96|rsrq=-14|snr=0,-96,-14,0,4,2,0.00134363453141,0.00135150678629
rsrp=-96|rsrq=-10|snr=6,-96,-10,6,4,2,0.00134363453141,0.00135150678629
rsrp=-100|rsrq=-15|snr=1,-100,-15,1,4,1,0.00134363453141,0.00133868808568
rsrp=-100|rsrq=-10|snr=-1,-100,-10,-1,4,1,0.00134363453141,0.00133868808568
rsrp=-100|rsrq=-16|snr=0,-100,-16,0,4,2,0.00134363453141,0.00133468003752
rsrp=-100|rsrq=-12|snr=6,-100,-12,6,4,2,0.00134363453141,0.00133468003752
rsrp=-100|rsrq=-11|snr=10,-100,-11,10,4,2,0.00134363453141,0.00133468003752
rsrp=-100|rsrq=-10|snr=8,-100,-10,8,4,2,0.00134363453141,0.00133468003752
rsrp=-99|rsrq=-13|snr=4,-99,-13,4,4,2,0.00134363453141,0.00133468003752
rsrp=-99|rsrq=-11|snr=-1,-99,-11,-1,4,2,0.00134363453141,0.00133468003752
rsrp=-99|rsrq=-11|snr=10,-99,-11,10,4,2,0.00134363453141,0.00133468003752
rsrp=-99|rsrq=-10|snr=6,-99,-10,6,4,2,0.00134363453141,0.00133468003752
rsrp=-99|rsrq=-10|snr=11,-99,-10,11,4,2,0.00134363453141,0.00133468003752
rsrp=-102|rsrq=-10|snr=8,-102,-10,8,4,2,0.00134363453141,0.00133071970421
rsrp=-98|rsrq=-11|snr=0,-98,-11,0,4,2,0.00134363453141,0.00133071970421
rsrp=-104|rsrq=-12|snr=-2,-104,-12,-2,4,1,0.00134363453141,0.00133067198935
rsrp=-101|rsrq=-14|snr=2,-101,-14,2,4,2,0.00134363453141,0.00133067198935
rsrp=-101|rsrq=-13|snr=-4,-101,-13,-4,4,1,0.00134363453141,0.00133067198935
rsrp=-101|rsrq=-13|snr=4,-101,-13,4,4,1,0.00134363453141,0.00133067198935
rsrp=-101|rsrq=-12|snr=4,-101,-12,4,4,1,0.00134363453141,0.00133067198935
rsrp=-101|rsrq=-11|snr=0,-101,-11,0,4,1,0.00134363453141,0.00133067198935
rsrp=-100|rsrq=-15|snr=3,-100,-15,3,4,1,0.00134363453141,0.00133067198935
rsrp=-100|rsrq=-13|snr=-1,-100,-13,-1,4,2,0.00134363453141,0.00133067198935
rsrp=-99|rsrq=-15|snr=-1,-99,-15,-1,4,2,0.00134363453141,0.00133067198935
rsrp=-99|rsrq=-13|snr=3,-99,-13,3,4,2,0.00134363453141,0.00133067198935
rsrp=-98|rsrq=-13|snr=1,-98,-13,1,4,2,0.00134363453141,0.00133067198935
rsrp=-98|rsrq=-10|snr=1,-98,-10,1,4,1,0.00134363453141,0.00133067198935
rsrp=-103|rsrq=-11|snr=5,-103,-11,5,4,2,0.00134363453141,0.00132671165605
rsrp=-102|rsrq=-12|snr=0,-102,-12,0,4,2,0.00134363453141,0.00132671165605
rsrp=-101|rsrq=-17|snr=2,-101,-17,2,4,2,0.00134363453141,0.00132671165605
rsrp=-101|rsrq=-16|snr=2,-101,-16,2,4,2,0.00134363453141,0.00132671165605
rsrp=-101|rsrq=-15|snr=9,-101,-15,9,4,2,0.00134363453141,0.00132671165605
rsrp=-101|rsrq=-13|snr=2,-101,-13,2,4,2,0.00134363453141,0.00132671165605
rsrp=-101|rsrq=-13|snr=3,-101,-13,3,4,2,0.00134363453141,0.00132671165605
rsrp=-101|rsrq=-13|snr=7,-101,-13,7,4,2,0.00134363453141,0.00132671165605
rsrp=-101|rsrq=-12|snr=6,-101,-12,6,4,2,0.00134363453141,0.00132671165605
rsrp=-101|rsrq=-11|snr=-1,-101,-11,-1,4,2,0.00134363453141,0.00132671165605
rsrp=-101|rsrq=-10|snr=4,-101,-10,4,4,2,0.00134363453141,0.00132671165605
rsrp=-100|rsrq=-15|snr=-1,-100,-15,-1,4,2,0.00134363453141,0.00132671165605
rsrp=-100|rsrq=-14|snr=-3,-100,-14,-3,4,2,0.00134363453141,0.00132671165605
rsrp=-100|rsrq=-14|snr=-1,-100,-14,-1,4,2,0.00134363453141,0.00132671165605
rsrp=-100|rsrq=-14|snr=0,-100,-14,0,4,2,0.00134363453141,0.00132671165605
rsrp=-100|rsrq=-14|snr=1,-100,-14,1,4,2,0.00134363453141,0.00132671165605
rsrp=-100|rsrq=-11|snr=-2,-100,-11,-2,4,2,0.00134363453141,0.00132671165605
rsrp=-100|rsrq=-11|snr=6,-100,-11,6,4,2,0.00134363453141,0.00132671165605
rsrp=-99|rsrq=-15|snr=1,-99,-15,1,4,2,0.00134363453141,0.00132671165605
rsrp=-99|rsrq=-14|snr=-2,-99,-14,-2,4,2,0.00134363453141,0.00132671165605
rsrp=-99|rsrq=-14|snr=2,-99,-14,2,4,2,0.00134363453141,0.00132671165605
rsrp=-99|rsrq=-12|snr=-1,-99,-12,-1,4,2,0.00134363453141,0.00132671165605
rsrp=-99|rsrq=-11|snr=0,-99,-11,0,4,2,0.00134363453141,0.00132671165605
rsrp=-99|rsrq=-10|snr=1,-99,-10,1,4,2,0.00134363453141,0.00132671165605
rsrp=-98|rsrq=-16|snr=9,-98,-16,9,4,2,0.00134363453141,0.00132671165605
rsrp=-98|rsrq=-15|snr=1,-98,-15,1,4,2,0.00134363453141,0.00132671165605
rsrp=-98|rsrq=-14|snr=1,-98,-14,1,4,2,0.00134363453141,0.00132671165605
rsrp=-103|rsrq=-9|snr=5,-103,-9,5,4,1,0.00134363453141,0.00132275132275
rsrp=-102|rsrq=-11|snr=6,-102,-11,6,4,1,0.00134363453141,0.00132275132275
rsrp=-101|rsrq=-16|snr=1,-101,-16,1,4,1,0.00134363453141,0.00132275132275
rsrp=-101|rsrq=-15|snr=-3,-101,-15,-3,4,2,0.00134363453141,0.00132275132275
rsrp=-101|rsrq=-15|snr=-2,-101,-15,-2,4,2,0.00134363453141,0.00132275132275
rsrp=-101|rsrq=-13|snr=6,-101,-13,6,4,2,0.00134363453141,0.00132275132275
rsrp=-101|rsrq=-12|snr=-3,-101,-12,-3,4,2,0.00134363453141,0.00132275132275
rsrp=-100|rsrq=-17|snr=1,-100,-17,1,4,1,0.00134363453141,0.00132275132275
rsrp=-100|rsrq=-17|snr=2,-100,-17,2,4,2,0.00134363453141,0.00132275132275
rsrp=-100|rsrq=-15|snr=-2,-100,-15,-2,4,2,0.00134363453141,0.00132275132275
rsrp=-100|rsrq=-13|snr=2,-100,-13,2,4,1,0.00134363453141,0.00132275132275
rsrp=-100|rsrq=-12|snr=-2,-100,-12,-2,4,2,0.00134363453141,0.00132275132275
rsrp=-100|rsrq=-11|snr=-1,-100,-11,-1,4,2,0.00134363453141,0.00132275132275
rsrp=-100|rsrq=-11|snr=2,-100,-11,2,4,1,0.00134363453141,0.00132275132275
rsrp=-99|rsrq=-16|snr=3,-99,-16,3,4,1,0.00134363453141,0.00132275132275
rsrp=-98|rsrq=-18|snr=1,-98,-18,1,4,1,0.00134363453141,0.00132275132275
rsrp=-98|rsrq=-16|snr=1,-98,-16,1,4,2,0.00134363453141,0.00132275132275
rsrp=-98|rsrq=-14|snr=2,-98,-14,2,4,1,0.00134363453141,0.00132275132275
rsrp=-98|rsrq=-13|snr=4,-98,-13,4,4,1,0.00134363453141,0.00132275132275
rsrp=-98|rsrq=-13|snr=5,-98,-13,5,4,1,0.00134363453141,0.00132275132275
rsrp=-98|rsrq=-13|snr=9,-98,-13,9,4,2,0.00134363453141,0.00132275132275
rsrp=-98|rsrq=-10|snr=2,-98,-10,2,4,2,0.00134363453141,0.00132275132275
rsrp=-97|rsrq=-15|snr=-3,-97,-15,-3,4,1,0.00134363453141,0.00132275132275
rsrp=-97|rsrq=-15|snr=-1,-97,-15,-1,4,1,0.00134363453141,0.00132275132275
rsrp=-97|rsrq=-15|snr=0,-97,-15,0,4,1,0.00134363453141,0.00132275132275
rsrp=-97|rsrq=-15|snr=1,-97,-15,1,4,1,0.00134363453141,0.00132275132275
rsrp=-97|rsrq=-15|snr=4,-97,-15,4,4,2,0.00134363453141,0.00132275132275
rsrp=-97|rsrq=-14|snr=1,-97,-14,1,4,1,0.00134363453141,0.00132275132275
rsrp=-97|rsrq=-13|snr=5,-97,-13,5,4,2,0.00134363453141,0.00132275132275
rsrp=-97|rsrq=-12|snr=1,-97,-12,1,4,2,0.00134363453141,0.00132275132275
rsrp=-95|rsrq=-16|snr=-3,-95,-16,-3,4,2,0.00134363453141,0.00132275132275
